article_title	article_author	article_publication_date	article_content
VIDEO: Paslon RIDO Klaim Kantongi Dukungan Prabowo dan Jokowi	CNN Indonesia	18-11-2024	Tim pemenangan paslon Ridwan Kamil-Suswono Pilkada DKI Jakarta 2024 mengklaim RIDO telah mengantongi dukungan Presiden Prabowo Subianto dan Presiden ke 7 Joko Widodo.Timses menyebut dukungan dari Prabowo dan Jokowi sesuai dengan ketentuan perundang-undangan yang berlaku.
Jokowi Bagi-bagi Kaus Bareng Luthfi di Grobogan: Kangen-kangenan Saja	CNN Indonesia	17-11-2024	"Setelah Banyumas dan Tegal, Presiden ke-7 RI Joko Widodo blusukan dan kampanye bareng Ahmad Luthfi-Taj Yasin di Grobogan, Jawa Tengah, Minggu (17/11).Warga Grobogan terlihat tumpah mulai dari Jalan Gajah Mada, Jalan R Suprapto hingga Alun-Alun Purwodadi Grobogan untuk menyapa Jokowi yang naik jip terbuka didampingi Luthfi-Yasin yang akan bertarung di Pilgub Jateng 2024.Dalam kirab tersebut, warga menunggu lemparan kaus dari Jokowi. Kaus yang diberikan oleh Jokowi dan Luthfi pada warga terdiri dari dua jenis yakni hitam dan putih. Keduanya bergambar siluet Ahmad Luthfi dan keberhasilan Jokowi.""Ini kegiatan silaturahmi saya ke warga Jawa Tengah. Untuk sowan kangen-kangenan saja,"" kata Jokowi di sela-sela kirab.""""Kemarin sudah Banyumas dan Tegal, hari kita di Grobogan nanti lanjut Blora,"" tambah bekas politikus PDIP itu.Lihat Juga :Jokowi soal Absen Kampanye Akbar Luthfi-Yasin di Solo: Enggak DiundangBeberapa warga mengklaim siap memenangkan Luthfi-Yasin yang akan bertarung melawan pasangan Andika Perkasa-Hendrar Priadi di Pilgub Jateng 2024.""Menangkan pilihan Pak Jokowi, coblos Pak Luthfi dan Gus Yasin,"" kata Wahyu Harjanto, salah seorang warga.Sebelumnya, dua lembaga survei, Saiful Mujani Research And Consulting (SMRC) dan Indikator Politik mengungkap hasil berbeda terkait elektabilitas dua pasangan calon (Paslon) di Pemilihan Gubernur (Pilgub) Jawa Tengah 2024.Dalam rilis survei terbarunya, Indikator mencatat keunggulan Paslon nomor urut 2, Ahmad Luthfi-Taj Yasin unggul dengan elektabilitas sebesar 47,19 persen berbanding 43,46 persen dari Andika Perkasa-Hendrar Prihadi. Luthfi unggul dengan selisih 3,7 persen.Hasil survei Indikator tersebut berbeda dengan rilis hasil survei SMRC yang dirilis sebelumnya. Dalam rilis survei mereka, SMRC mencatat keunggulan Andika-Hendrar dengan 50,4 persen, berbanding 47 persen dari Luthfi- Yasin.Indikator Politik (7-13 November 2024)Andika-Hendi: 43,46 persenLuthfi-Yasin: 47,19 persenUndecided voters: 9,35 persenMargin of error: 2,3 persenSMRC (7-12 November 2024)Andika-Hendi: 50,4 persenLuthfi-Yasin: Luthfi- Yasin 47 persenUndecided voters: 2,6 persenMargin of error: 2,9 persenLitbang Kompas (15-20 Oktober 2024)Andika-Hendi: 28,8 persenLuthfi-Yasin: 28,1 persenUndecided voters: 43,1 persenMargin of error: 3,1 persenLihat Juga :Jokowi soal Prabowo Dukung Luthfi: Presiden Punya Hak Berkampanye"
Jokowi soal Absen Kampanye Akbar Luthfi-Yasin di Solo: Enggak Diundang	CNN Indonesia	17-11-2024	"Presiden Ketujuh RI, Joko Widodo, sarapan bersama paslon Gubernur Jawa Tengah (Jateng), Ahmad Luthfi-Taj Yasin Maimoen di Solo, Minggu (17/11). Luthfi-Yasin dijadwalkan berkampanye Pilgub Jateng 2024 di Benteng Vastenburg yang hanya hanya sekitar 1 kilometer dari tempat sarapan.Meski sempat makan bersama sebelum kampanye, Jokowi memastikan ia tidak akan menghadiri kampanye akbar Luthfi - Yasin di Benteng Vastenburg.""Endak, endak. Saya enggak diundang, jadi saya nggak ada,"" kata Jokowi usai sarapan bareng Luthfi - Yasin.Meski tidak ikut menghadiri kampanye, Jokowi mengaku akan mendoakan pasangan Luthfi-Yasin di Pilkada Jawa Tengah.""Memberi doa saja,"" kata dia.Lihat Juga :Jokowi Respons Andika-Hendrar Unggul di Survei SMRC Pilgub Jateng 2024Tak hanya itu, Jokowi juga akan mendampingi Luthfi-Yasin blusukan di Kabupaten Gorbogan.""Saya enggak ikut (kampanye akbar di Solo). Tapi saya ke Grobogan,"" kata Jokowi.Sementara itu, Luthfi mengatakan hari ini ia akan berkampanye di tiga daerah. Setelah menghadiri kampanye akbar di Benteng Vastenburg di Solo, Paslon Luthfi - Yasin akan berkampanye ke Blora dan Grobogan.""Nanti kami akan berkunjung ke Blora dan Grobogan dalam rangka menyerap aspirasi masyarakat,"" kata Luthfi.Sebelumnya, Jokowi berulang kali bertemu Ahmad Lutfhi dan Taj Yasin Maimoen di kediamannya maupun di sejumlah rumah makan di Solo. Mantan Wali Kota Solo itu juga blusukan bersama Luthfi - Yasin di Brebes, Jumat (15/11) kemarin.Jokowi juga mengikuti pawai yang diadakan Paslon Luthfi - Yasin di Kabupaten Tegal Sabtu (15/11) kemarin.Lihat Juga :Jokowi Tegaskan Dukung Luthfi-Yasin di Pilgub Jateng: Semua Orang Tahu"
Jokowi Respons Andika-Hendrar Unggul di Survei SMRC Pilgub Jateng 2024	CNN Indonesia	17-11-2024	"Presiden RI ke-7, Joko Widodo, merespons hasil survei terkini Saiful Mujani Research and Consulting (SMRC) yang mengunggulkan pasangan calon gubernur-wakil gubernur Pilgub Jateng 2024, Andika Perkasa dan Hendrar Prihadi.Menurut hasil survei SMRC teranyar, elektabilitas Andika-Hendrar unggul tipis dari pasangan Ahmad Luthfi-Taj Yasin yang didukung oleh Jokowi. Andika-Hendrar unggul 3,4 persen dengan margin of error 2,9 persen.Lihat Juga :SMRC: Elektabilitas Andika-Hendi Ungguli Luthfi-Yasin di Pilgub JatengSaat ditanya selepas sarapan di Soto Triwindu Solo pada Minggu (17/11) pagi, Jokowi hanya tersenyum dan mempertanyakan lembaga yang merilis hasil survei tersebut.""Siapa yang bilang? Siapa yang bilang? Surveinya siapa?"", ungkap Jokowi. ""Survei-survei semua harus dilihat,"" katanya lagi.Di sisi lain, Jokowi menyatakan optimismenya untuk kemenangan Luthfi-Yasin di Pilgub Jawa Tengah dan memberikan pesan khusus untuk tidak sombong dalam menyikapi setiap keberhasilan.""Harus optimis, nanti dilihat. Enggak usah sombong"", kata Jokowi.SMRC sebelumnya merilis survei yang dilakukan pada 1210 orang selama 7-12 November 2024 di Jawa Tengah. Dengan metode multistage random sampling dengan jumlah proporsional, survei tersebut menunjukkan Ahmad Luthfi-Taj Yasin menunjukkan tren penurunan.Lihat Juga :Jokowi soal Prabowo Dukung Luthfi: Presiden Punya Hak BerkampanyeSementara itu, ada kenaikan pada pasangan Andika Perkasa dan Hendrar Prihadi. Pasangan ini pun memperoleh elektabilitas 50,4 persen, naik 2,3 persen dari survei sebelumnya pada Oktober 2024.Di sisi lain, elektabilitas Luthfi - Yasin tercatat sebesar 47,0 persen atau turun sebesar 0,5 persen dari survei sebelumnya pada Oktober 2024 sebesar 47,5 persen. Sisanya, sebanyak 2,6 persen responden belum menentukan pilihan mereka.Direktur Eksekutif SMRC Deni Irvani, menyebut meski hasil survei telah mengunggulkan paslon Andika-Hendrar, ini tak bisa dijadikan acuan sepenuhnya. Pihaknya bahkan tak bisa menentukan siapa yang unggul dari kedua paslon tersebut.Hal ini lantaran selisih keduanya juga sangat tipis. Bahkan berada di bawah margin of error survei.Kata dia, selisih 3,4 persen juga tidak signifikan secara statistik. Sebab margin of error survei ini juga ada di angka 2,9 persen.[Gambas:Infografis CNN]""Butuh selisih lebih dari 5,8 persen untuk menyatakan perbedaan dukungan kedua pasangan signifikan. Karena itu dukungan kepada kedua pasangan dapat dikatakan seimbang sementara ini,"" kata Deni.""Dalam dua bulan terakhir terlihat perubahan signifikan. Andika-Hendri naik 13,8 persen dan Luthfi-Yasin turun 10,9 persen. Tapi dalam sebulan terakhir persaingan makin ketat, tidak terlihat perubahan signifikan secara statistik,"" katanya."
Pahami Aturan Pensiun Jokowi-Menteri yang Cair Mulai November Ini	CNN Indonesia	17-11-2024	PT Taspen menyerahkan manfaat Program Pensiun dan Tabungan Hari Tua kepada mantan presiden Joko Widodo (Jokowi) dan para menteri yang membantunya.Uang pensiun presiden dan wakil presiden diatur dalam UU Nomor 7 Tahun 1978 tentang Hak Keuangan/ Administratif Presiden dan Wakil Presiden serta Bekas Presiden dan Wakil Presiden.Sementara, uang pensiun menteri diatur dalam PP Nomor 50 Tahun 1980 tentang Hak Keuangan/Administratif Menteri Negara dan Bekas Menteri Negara Serta Janda/Dudanya.
Jokowi soal Prabowo Dukung Luthfi: Presiden Punya Hak Berkampanye	CNN Indonesia	16-11-2024	"Presiden ke-7 RI Joko Widodo (Jokowi) merespons dukungan Presiden Prabowo Subianto yang juga Ketum Gerindra ke paslon Pilgub Jateng 2024 Ahmad Luthfi dan Taj Yasin Maimoen.Menurut Jokowi, presiden mempunyai hak untuk berkampanye seperti yang tertuang dalam Undang-Undang Pemilu.""Pasal 299 Undang-Undang Nomor 7 tahun 2017, di situ jelas disampaikan bahwa presiden dan wakil presiden mempunyai hak untuk berkampanye,"" kata Jokowi kepada wartawan di Jawa Tengah, Sabtu (16/11).Jokowi mengatakan Prabowo merupakan Ketum Partai Gerindra. Menurutnya, sah jika Prabowo melakukan kampanye. Diketahui Partai Gerindra merupakan salah satu partai pengusung Luthfi-Yasin.Lihat Juga :Jokowi Blusukan Dampingi Luthfi di Banyumas, Ribuan Warga Hadir""Kita tahu Pak Prabowo itu ketua Pertai Gerindra, beliau yang merekomendasikan calon-calon yang ada di daerah-daerah. Jadi kalau beliau berkampanye saya kira sah-sah saja, tetapi ada aturan mainnya,"" jelasnya.Prabowo Subianto sebelumnya memberikan dukungannya pada Pilkada Jateng. Prabowo mempercayai tokoh yang tepat untuk memimpin Provinsi Jawa Tengah kepada Ahmad Luthfi dan Taj Yasin Maimoen.""Saya percaya bahwa dua tokoh yang tepat untuk Jawa Tengah adalah saudara Komisaris Jenderal Polisi Ahmad Luthfi, seorang yang telah bertugas dan mengabdi di Jawa Tengah cukup lama, dan juga saudara Taj Yasin Maimoen, putra dari guru saya Maimoen Zubair, yang telah juga mengabdi cukup lama di Jawa Tengah sebagai wakil gubernur,"" ujar Prabowo dalam video yang diunggah Ahmad Luthfi di Instageram, Sabtu (9/11). Prabowo menyampaikan pesan tersebut dalam kapasitasnya sebagai Ketua Umum Gerindra.Lihat Juga :ANALISISMampukah Endorsemen Jokowi Dongkrak Suara Paslon di Pilkada 2024?Lebih lanjut, Prabowo menilai pasangan calon gubernur dan calon wakil gubernur nomor urut 2 itu merupakan tim yang cocok. Menurutnya, keduanya akan mudah bekerja bersama dengan pemerintahan pusat.""Saya percaya mereka akan merupakan tim yang sangat cocok, dan akan bekerja bersama saya di pusat, kita akan menjadi suatu tim yang baik, tim yang di daerah dan tim yang ada di pusat,"" ungkapnya.Baca selengkapnya di sini."
Jokowi Tegaskan Dukung Luthfi-Yasin di Pilgub Jateng: Semua Orang Tahu	CNN Indonesia	16-11-2024	"Presiden ke-7 RI Joko Widodo (Jokowi) menegaskan bahwa ia mendukung pasangan Ahmad Luthfi dan Taj Yasin di Pilgub Jawa Tengah 2024.Dukungan ini yang kemudian membuat dirinya mau menghadiri undangan kegiatan kampanye pasangan Luthfi-Yasin di Banyumas dan beberapa daerah di Jawa Tengah.""Saya datang karena saya dukung,"" tegas Jokowi singkat usai konvoi arak-arakan bersama Luthfi-Yasin di Purwokerto, Banyumas, Sabtu (16/11).Sementara saat ditanya mengapa memberikan dukungan untuk Ahmad Luthfi dan Taj Yasin Maimoen, ia enggan mengungkapkannya.Lihat Juga :Jokowi Blusukan Dampingi Luthfi di Banyumas, Ribuan Warga Hadir""Semua orang tahu. Tak perlu cerita,"" ujar Jokowi.Lebih lanjut, Jokowi menampik bila langkah ""turun gunung"" mendukung pasangan Luthfi-Taj Yasin karena respons kepanikan atas dinamika elektabilitas pasangan dari PDI Perjuangan Andika Perkasa dan Hendrar Prihadi yang terus merangkak naik dibandingkan pasangan Ahmad Luthfi dan Taj Yasin yang didukungnya.""Karena kebetulan saya memang pengen blusukan menyapa warga Jawa Tengah di daerah-daerah. Soal pilihan diserahkan ke nasyarakat karena kedaulatan di tangan mereka,"" ujar Jokowi.""Mereka nanti yang menentukan, tidak bisa kamu tanya ke saya. Yang terpenting; pemimin di pusat dan daerah harus memiliki visi yang jelas untuk daerah dan negaranya,"" lanjut dia.Lihat Juga :Sindiran PDIP soal Rencana Jokowi Blusukan di JatengJokowi bersama pasangan calon gubernur Jateng Ahmad Luthfi serta Gus Yasin melakukan konvoi arak-arakan dengan berjalan kaki kemudian naik mobil jeep terbuka di sepanjang jalan Dr Angka. Berangkat dari Hotel Aston dan berhenti di Tugu Bakorwil Purwokerto yang berjarak sekitar 3 KM.Saat pawai, berbagai komunitas masyarakat, pegiat seni, kelompok pengajian tumplek blek di sepanjang jalan tersebut. Masyarakat juga mengungkapkan rasa senangnya karena banyak yang mendapatkan lemparan kaos dari Jokowi, Ahmad Luthfi dan Taj Yasin."
Jokowi Blusukan Dampingi Luthfi di Banyumas, Ribuan Warga Hadir	CNN Indonesia	16-11-2024	"Puluhan ribu warga Purwokerto Kabupaten Banyumas dan sekitarnya menyambut blusukan Presiden RI ke-7 Joko Widodo bersama pasangan Cagub-Cawagub Jateng Ahmad Luthfi dan Taj Yasin.Sejak pukul 07.00 WIB, warga menunggu berdiri di sepanjang kanan dan kiri jalan menanti Jokowi bersama Luthfi-Yasin, yang selang dua jam kemudian baru melintas dengan naik jip terbuka.Yel-yel mengelu-elukan dukungan untuk Jokowi, Ahmad Luthfi dan Gus Yasin juga terus diteriakkan warga.""Pak Jokowi minta foto pak. Pak Luthfi dan Gus Yasin menang,"" kata warga yang saling berdesakan menunggu giliran foto bareng.Lihat Juga :Bahlil Santai Pramono-Rano Ketemu Anies: Bukan Sesuatu yang Luar BiasaSuasana bertambah meriah ketika Jokowi dan Luthfi-Yasin membagikan kaos dari atas jip, bahkan warga saling berebut.Sebagian dari warga yang datang sebenarnya tak mengetahui agenda tersebut. ""Tadi pas kebetulan lewat sini, mau beli obat. Semoga busa foto bareng,"" kata Selly, salah seorang warga.Hingga saat ini, konvoi Jokowi, Ahmad Luthfi dan Gus Yasin masih berlangsung. Luthfi-Yasin sendiri disebut memiliki kedekatan dengan Jokowi sehingga bisa mengajak mantan Gubernur DKI Jakarta itu untuk mendampingi blusukan.""Ya kan pak Jokowi dekat sama pak Luthfi dan Gus Yasin. Dengan pak Luthfi, teman sejak jadi Wali Kota Solo dan pak Luthfi Wakapolresta dan Kapolresta. Dengan ayah Gus Yasin, Mbah Maemoen juga dekat"", ujar Bakti Agus Fajri, salah satu Pembina Tim Pemenangan Luthfi-Yasin di Banyumas, Sabtu (16/11).Kunjungan Jokowi ini diharapkan pihak Ahmad Luthi-Taj Yasin juga menambah semarak Pilgub sekaligus memotivasi partisipasi aktif warga.Pengamat Politik Universitas Diponegoro Semarang Wahid Abdulrahman menyebut kegiatan Jokowi blusukan didampingi Luthfi-Yasin menunjukkan keseriusannya dalam mendukung Luthfi-Yasin di Pilgub Jateng sekaligus membuktikan kekuatan pengaruhnya di Jawa Tengah.""Ini menarik banget ya, Jokowi ingin tahu sejauh mana pengaruhnya di Jawa Tengah. Blusukan ke warga sambil ajak pasangan Luthfi-Yasin, tentu saja ada misi tujuan tersendiri. Kita lihat saja sejauh mana dinamika politik jelang coblosan ini"", ungkap Wahid.Lihat Juga :Sindiran PDIP soal Rencana Jokowi Blusukan di Jateng"
Sindiran PDIP soal Rencana Jokowi Blusukan di Jateng	CNN Indonesia	16-11-2024	"Juru Kampanye Nasional alias Jurkamnas PDIP, Aryo Seno Bagaskoro mengaku menangkap sinyal kepanikan dari Ahmad Luthfi-Taj di Pilgub Jateng.Ia mengatakan itu dalam merespons rencana Presiden ke-7 RI, Joko Widodo untuk turun gunung di Jawa Tengah.""Saya rasa dalam konteks itu kita menangkap ekspresi kepanikan,"" kata Seno saat dihubungi, Jumat (15/11).Lihat Juga :ANALISISMampukah Endorsemen Jokowi Dongkrak Suara Paslon di Pilkada 2024?Seno menyebut rencana itu tak terlepas dari persaingan elektabilitas antara dua pasangan calon yang bertarung di Jateng.Menurutnya, sejumlah hasil survei Pilkada Jawa Tengah belakangan memberi sinyal optimisme bagi calon PDIP, Andika Perkasa-Hendrar Prihadi.""Maka kalau sampai Pak Jokowi melakukan blusukan, ya pasti tidak terlepas dari fakta-fakta itu,"" katanya.""Jadi mari kita tunggu dan mari kita lihat bagaimana hari ini mitos seorang tukang kayu yang dulu berhasil membuat banyak orang percaya pada Pak Jokowi ini ternyata perlahan menunjukkan wajah aslinya,"" imbuh Seno.Sementara itu, Ketua DPP PDIP Ganjar Pranowo mengaku tak khawatir dengan rencana Jokowi yang akan turun gunung mendukung Ahmad Luthfi-Taj Yasin.Ganjar menyebut tak menyoal rencana Jokowi akan terjun blusukan ke beberapa daerah di Jateng. Ia menilai hal itu tak dilarang karena Jokowi sudah purnatugas.""Boleh saja. Kan sudah pensiun,"" kata Ganjar saat dihubungi, Kamis (14/11).Jokowidijadwalkan blusukan ke beberapa daerah di Jawa Tengah didampingi Ahmad Luthfi-Taj Yasin.Informasi yang diperoleh dari sumber CNNIndonesia.com menyebut Jokowi dijadwalkan menyapa warga di wilayah Banyumas, Pantura Barat, dan Pantura Timur.Agenda blusukan sapa warga kali ini dipilih karena sudah menjadi ciri khas Jokowi sejak menjabat sebagai Wali Kota Solo, kemudian Gubernur DKI Jakarta, hingga Presiden.""Bapak rencana besok blusukan ke warga, daerah Banyumas, Pantura Barat dan Pantura Timur. Ini lagi dibahas daerah tujuan pastinya. Beliau mau kangen-kangenan dengan warga,"" kata sumber CNNIndonesia.com, Kamis (14/11).Lihat Juga :Elite PDIP Sentil Jokowi Turun Gunung, Sindir Mitos Tukang Kayu"
Sebelum Blusukan, Jokowi dan Luthfi Menikmati Kopi Bareng di Banyumas	CNN Indonesia	15-11-2024	"Persiapan blusukan Presiden RI ke-7, Joko Widodo, bersama pasangan calon gubernur Jawa Tengah, Ahmad Luthfi dan Taj Yasin, dimulai dengan kegiatan yang ringan. Jokowi dan Luthfi bertemu di Purwokerto, Banyumas, lalu melanjutkan pertemuan mereka dengan ngopi bareng di outlet ""Janji Jiwa"" di Mal Rita Purwokerto.Kehadiran kedua tokoh ini pun langsung memancing perhatian publik. Pengunjung Mal Rita yang tidak menyangka akan bertemu dengan Mantan Presiden RI dan calon gubernur, spontan berkerumun dan mengikuti langkah Jokowi serta Luthfi.""Ngopi-ngopi..."" seru Jokowi pada warga berikut sejumlah wartawan yang mengikutinya di Mal Rita, Jumat (15/11) petang.Jokowi, yang memesan minuman coffee latte, tampak santai mengobrol dengan Luthfi, sembari sesekali menyapa warga dan memberikan senyum hangat. Tak ketinggalan, permintaan foto dari warga pun mengalir deras, menambah kemeriahan momen tersebut.""Pak Jokowi, minta foto, Pak!"" teriak beberapa pengunjung yang antusias mengabadikan momen tersebut.Keramaian semakin terasa saat Jokowi dan Luthfi keluar dari mal, dengan semakin banyak warga yang mengerumuni mereka. Beberapa di antaranya berharap mendapatkan kaos gratis yang dibagikan oleh Presiden.Momen ini mencerminkan kedekatan Jokowi dengan masyarakat, serta antusiasme warga terhadap kehadiran kedua tokoh ini.Salah satu Pembina Tim Pemenangan Luthfi-Yasin, Bakti Agus Fajri, menyebutkan esok harinya Jokowi dijadwalkan untuk melakukan blusukan ke sejumlah daerah di Banyumas, ditemani pasangan calon Ahmad Luthfi dan Taj Yasin.""Pak Jokowi ingin kangen-kangenan sowan ke warga Jawa Tengah, diawali dari Banyumas. Selanjutnya belum tahu karena beliau yang punya daerah tujuan sendiri"", ujarnya dalam keterangan tertulis, Jumat (15/11)."
Ridwan Kamil Rencana Undang Jokowi ke Kampanye Akbar 23 November	CNN Indonesia	15-11-2024	"Calon Gubernur dan Wakil Gubernur Jakarta nomor urut 1 Ridwan Kamil-Suswono (RIDO) berencana mengundang Presiden ke-7 RI Joko Widodo (Jokowi) datang ke kampanye akbar terakhir pada 23 November 2024.""Mungkin akan diundang,"" kata Ketua Dewan Pengarah Tim Pemenangan RIDO Ahmed Zaki Iskandar lewat pesan singkat, Jumat (15/11).Namun, dia mengatakan hal itu belum resmi. Keputusan akhir masih akan dirapatkan terlebih dulu.""Untuk keputusan nanti dirapatkan lagi,"" ujar dia.Lihat Juga :SMRC: Pramono-Rano Unggul Selisih 6,9 Persen dari RK-SuswonoRK dan Suswono diusung koalisi besar partai politik yaitu KIM Plus. Pada beberapa kesempatan, RK kerap mengaku mendapatkan dukungan dari Jokowi di Pilgub Jakarta 2024.Beberapa waktu lalu, eks Gubernur Jawa Barat itu menemui Jokowi ke kediamannya di Solo, Jawa Tengah.Usai pertemuan, Jokowi tak menjawab tegas kala ditanya kans dia berkampanye untuk RK di Jakarta. Ia hanya menyebut hal itu masih dalam proses untuk diputuskan.""Ya nanti dalam proses untuk diputuskan,"" kata Jokowi.Jokowi mengatakan sudah mengenal RK sejak lama. Ia menilai RK sudah berpengalaman menjadi gubernur.Lihat Juga :POLITICAL SHOW PODCASTRK Soal Bertemu Prabowo dan Jokowi: Dipelintir Seolah Saya MenyerahAyah dari Wakil Presiden Gibran Rakabuming Raka itu membeberkan dalam pertemuan tersebut RK juga menyampaikan rencana-rencana yang akan dikerjakan jika terpilih nanti.""Tadi juga diskusi mengenai perencanaan untuk Jakarta, gagasan-gagasan besar untuk Jakarta. Saya kira semuanya sudah sangat jelas sekali,"" kata dia."
