article_title	article_author	article_publication_date	article_content
Jokowi Kembali Blusukan dan Endorse Respati-Astrid di Pilkada Solo	CNN Indonesia	2024/11/22 07:32:01	"Presiden ke-7 RI Jokowi kembali blusukan bersama pasangan calon Wali Kota Solo, Respati Ardi-Astrid Widayani. Mantan Wali Kota Solo itu meninjau lokasi pembangunan simpang tujuh Joglo, Kelurahan Kadipiro, Kecamatan Banjarsari, Solo, Jawa Tengah, Kamis (21/11).Pada kesempatan itu, Jokowi bersama Respati-Astrid meninjau salah satu proyek prioritas yang dicanangkan Wali Kota Gibran Rakabuming Raka. Hingga saat ini, proyek tersebut masih dalam tahap pembuatan underpass.Lihat Juga :Jokowi Blusukan ke Pasar Bareng Calon Wali Kota Solo Respati ArdiJokowi berpesan setiap proyek pembangunan harus dilanjutkan meski terjadi pergantian kepemimpinan.""Yang namanya pembangunan, proyek, itu harus ada keberlanjutan. Jangan sampai ganti pimpinan kemudian pembangunannya stop, programnya stop, proyeknya stop,"" kata Jokowi.Ayah dari Wakil Presiden Gibran itu mengatakan kelanjutan pembangunan di daerah akan lebih mudah jika Wali Kota Solo memiliki hubungan baik dengan Pemerintah Pusat.""Itu akan mudah kalau pemerintah daerah memiliki hubungan baik dengan pemerintah pusat. Itu aja,"" kata dia.Jokowi blak-blakan menyatakan dukungannya untuk pasangan Respati-Astrid. Ia yakin paslon yang didukung Koalisi Indonesia Maju (KIM) Plus itu mampu menjalin komunikasi dengan Pemerintah Pusat.""Saya memberikan dukungan itu pasti saya memiliki keyakinan bahwa beliau-beliau ini mampu. Capable,"" kata Jokowi.Sementara itu, Respati berkomitmen untuk melanjutkan proyek-proyek dan program yang sudah dimulai Wali Kota sebelumnya.Lihat Juga :Momen Jokowi Traktir Wedangan Paslon Walkot Solo Respati-AstridIa yakin pihaknya mampu menjalin komunikasi dengan Pemerintah Pusat. Alasannya, pasangan Respati-Astrid didukung partai-partai KIM Plus yang saat ini memegang pemerintahan nasional.""Yang menugaskan kami untuk maju di Pilkada salah satunya adalah Pak Prabowo. Jadi kami 100 persen yakin bisa berkomunikasi dengan baik untuk membawa manfaat untuk masyarakat Solo,"" kata dia."
Deret Keterangan Tom Lembong: Ikut Perintah Jokowi, Sentil Mendag Lain	CNN Indonesia	2024/11/22 07:26:05	"Mantan Menteri Perdagangan yang menjadi tersangka kasus dugaan korupsi impor gula Thomas Trikasih Lembong atau Tom Lembong telah menyampaikan keterangan dalam sidang Praperadilan, Kamis (21/11). Tom Lembong memberikan keterangan secara online.CNNIndonesia.com merangkum poin-poin yang disampaikan Tom Lembong berisi pertanyaan dan bantahan atas tudingan Kejaksaan Agung terhadap dirinya.Lihat Juga :Tom Lembong: Saya Menjalankan Perintah Jokowi Selama Jadi MendagJalankan perintah JokowiSaat menjabat sebagai Mendag pada tahun 2015, Tom Lembong menegaskan selalu menjalankan perintah presiden termasuk dalam mengeluarkan kebijakan.Tom Lembong tergabung dalam Kabinet Kerja pemerintahan Joko Widodo-Jusuf Kalla.""Saya senantiasa mengutamakan kepentingan masyarakat dan menjalankan perintah presiden sebagai koordinator dalam institusi, termasuk ketika saya menjabat sebagai Menteri Perdagangan,"" kata Tom Lembong.Ia mengaku selalu berkonsultasi dengan Jokowi tak terkecuali saat membicarakan mengenai impor gula. Tak ada teguran ataupun koreksi mengenai kebijakan impor gula yang saat ini dipermasalahkan Kejaksaan Agung.""Saya sering berkonsultasi dengan beliau, informal dan formal, termasuk mengenai impor,"" imbuhnya.Terlebih lagi, terang dia, semua surat dan izin yang ditandatangani terkait impor gula ditembuskan ke berbagai pihak termasuk Jokowi, menteri koordinator yang membawahinya, hingga Kapolri dan KSAD.Sejauh ini belum ada pernyataan resmi dari Jokowi atas pembelaan Tom Lembong tersebut.Tom Lembong yang sempat menjadi Co-captain Tim Nasional Pemenangan Anies Baswedan-Muhaimin Iskandar (Timnas AMIN) ini menyatakan tidak pernah menjadi subjek investigasi.Ia juga mengaku belum pernah dimintai klarifikasi atas kebijakan yang dikeluarkannya semasa menjadi pejabat.""Seumur hidup saya, termasuk 11 tahun saya bergerak di dunia kebijakan dan politik, saya belum pernah sekalipun diperiksa oleh penegak hukum mana pun di negara mana pun. Jadi, pemeriksaan saya oleh Kejaksaan bulan lalu adalah pertama kali dalam hidup saya,"" ucap Tom Lembong.Tom Lembong (kiri) saat ikut mendampingi Presiden ketujuh RI Jokowi dalam pertemuan di Istana Merdeka, Jakarta, 29 Juli 2019. (CNN Indonesia/Feri Agus Setyawan)Sentil mendag lainDalam keterangannya, Tom Lembong menyatakan Menteri Perdagangan sebelum dan sesudah dirinya juga mengeluarkan izin impor gula, tetapi tidak dipermasalahkan Kejaksaan Agung.""Semua Mendag sebelum dan setelah saya juga merestui atau mengesahkan izin impor gula mentah untuk diolah jadi GKP (Gula Kristal Putih) melalui distributor,"" ujar Tom Lembong.Setidaknya terdapat lima orang yang sempat menjabat Menteri Perdagangan selama periode 2015-2023. Mereka adalah Rachmad Gobel, Enggartiasto Lukita, Agus Suparmanto, Muhammad Lutfi dan Zulkifli Hasan.Menurut dia, Kejaksaan Agung secara terbalik menafsirkan Peraturan Menteri Perdagangan (Permendag) Nomor 117 Tahun 2015 tentang Ketentuan Impor Gula. Permendag tersebut ditandatangani Tom Lembong saat menjabat sebagai Mendag sembilan tahun silam.""Permendag itu tidak mengatakan bahwa dalam rangka stabilisasi harga dan stok, yang boleh diimpor hanya GKP melalui BUMN,"" ucap Tom Lembong.Pasal 5 ayat 2 Permendag a quo berbunyi: Impor Gula Kristal Putih (Plantation White Sugar) sebagaimana dimaksud dalam Pasal 2 ayat (2) huruf c hanya dapat dilakukan BUMN pemilik API-U (tanda pengenal sebagai importir umum) setelah mendapat persetujuan impor dari menteri.Tak dapat penjelasan detailTom Lembong mengaku tidak mendapat penjelasan detail dari jaksa penyidik mengenai masalah dugaan korupsi yang disangkakan terhadap dirinya.""Pada waktu ditetapkan sebagai tersangka, dijelaskan tidak kenapa Anda sebagai tersangka? Apa masalahnya?"" tanya kuasa hukum Tom Lembong, Ari Yusuf Amir dalam sidang.""Tidak, tidak dijelaskan apa masalahnya. Hanya disebutkan sesuai KUHAP dan keputusan pimpinan saya ditetapkan sebagai tersangka,"" jawab Tom Lembong.Tom Lembong mengaku terkejut atau shocked begitu ditetapkan Kejaksaan Agung sebagai tersangka.""Sudah pasti (shocked),"" kata Tom Lembong.Selain itu, Tom pun mengaku di awal penetapan sebagai tersangka dirinya disodorkan penasihat hukum tertentu dari Kejagung. Belakangan, seiring waktu, Tom memilih kuasa hukumnya sendiri yakni Ari Yusuf yang juga pernah menjadi mitranya di Timnas AMIN pada Pilpres 2024 lalu.""Pada waktu peristiwa itu Anda dikasih kesempatan untuk pilih penasihat hukum sendiri?"" tanya kuasa hukum.""Karena bapak tidak memiliki penasihat hukum, maka kami memiliki penasihat hukum untuk mendampingi Anda,"" tutur Tom Lembong menirukan ucapan jaksa penyidik.Lihat Juga :Tom Lembong: Sesuai Keputusan Pimpinan Saya Ditetapkan TersangkaDalam sidang tersebut jaksa penyidik pada Kejaksaan Agung tidak mengajukan pertanyaan kepada Tom Lembong. Sebab, menurut mereka, kehadiran Tom Lembong dalam sidang bukan dalam kapasitas sebagai saksi.Tom Lembong bersama CS selaku Direktur Pengembangan Bisnis PT Perusahaan Perdagangan Indonesia (PPI) diproses hukum Jampidsus Kejaksaan Agung atas kasus dugaan korupsi importasi gula tahun 2015-2016.Menurut Kejaksaan, kasus tersebut menimbulkan kerugian keuangan negara sebesar Rp400 miliar.Tom Lembong dan CS sudah ditahan untuk waktu 20 hari pertama terhitung sejak Selasa (29/10) setelah menjalani pemeriksaan.Tom Lembong lantas menguji prosedur yang dilakukan Kejaksaan Agung melalui Praperadilan di PN Jakarta Selatan. Menurut Tom Lembong, penetapan tersangka dan penahanan dirinya tidak sah karena bertentangan dengan hukum acara (KUHAP). Bahkan, menurut dia, perbuatan yang ia lakukan semasa menjadi Menteri Perdagangan merupakan ranah hukum administrasi negara, bukan tindak pidana."
Erick Thohir Harap Ole Romeny Bisa Main Saat Timnas Lawan Australia	CNN Indonesia	2024/11/22 04:30:01	"Erick Thohir berharap Ole Romeny bisa berlaga dalam Kualifikasi Piala Dunia 2026 saat Timnas Indonesia melawan Australia pada 20 Maret 2025.Pemain yang membela FC Utrecht di liga Belanda tersebut dikabarkan sudah siap untuk menjadi Warga Negara Indonesia (WNI) dan memperkuat skuad Garuda.Ketua Umum PSSI Erick Thohir mengatakan, bahwa Ole Romeny saat ini sedang menjalani proses alih warga negara untuk membela Timnas Indonesia senior dan juga Dion Markx pemain asal Belanda mengikuti naturalisasi untuk Timnas Indonesia U-20.Pilihan RedaksiDi Balik Gol Indah Marselino, Verdonk Lari 90 Meter dalam 10 DetikPelatih Bahrain: Laga Lawan Timnas Indonesia Sangat SulitSetelah 75 Hari, Omongan Mancini Soal Timnas Indonesia Jadi Kenyataan""Yang saya tahu yang sekarang sedang kita proses yaitu Ole untuk timnas senior. Kalau [pemain diaspora] yang lainnya saya enggak komen. Yang U-20 ada Tim [Geypens] sama Dion, itu saja,"" kata Erick saat meninjau Terminal Domestik, Bandara I Gusti Ngurah Rai Bali, Kamis (21/11).Erick juga berharap Ole Romeny bisa debut saat Timnas Indonesia melawan Australia. Tetapi menurutnya hal itu tergantung dari proses naturalisasi.""Iya kita berharap debutlah. Cuma tergantung proses dari tentu pemerintahan Pak Presiden mendukung, Pak Prabowo. Kemarin beliau nonton kedua game-nya nonton pakai handphone, dan beliau mengucapkan selamat,"" ujarnya.""Pak Jokowi juga nonton kemarin. Dan saya rasa seluruh kementerian, Menpora, Menteri Hukum, DPR, semua akan mendukung. Karena kita tahu ini putra-putri, sebagian ada ke putri yang bergabung, terbaik, bangsa kita yang ada di dunia yang ingin kembali mendukung merah putih,"" ujarnya.[Gambas:Photo CNN]Sebelumnya, Ketua Umum PSSI Erick Thohir menyebut Ole Romeny dipersiapkan membela Timnas Indonesia saat melawan Bahrain dan Australia pada Maret 2025.Erick sudah bertemu dengan Romeny pada Sabtu (16/11). Setelah pertemuan itu, Erick memastikan pemain berposisi striker tersebut akan diproses naturalisasinya menjadi WNI.""Ole, kalau semuanya lancar, dia akan memperkuat tim nasional [mulai] bulan Maret. Kemarin setelah pertandingan saya ketemu Ole, di luar kebiasaan saya,"" kata Erick, Minggu (17/11).[Gambas:Video CNN]"
Tom Lembong: Mendag Sebelum dan Sesudah Saya Juga Izinkan Impor Gula	CNN Indonesia	2024/11/21 20:36:09	"Tersangka kasus dugaan korupsi Thomas Trikasih Lembong alias Tom Lembong menyatakan Menteri Perdagangan (Mendag) sebelum dan sesudah dirinya juga mengeluarkan izin impor gula.Hal itu disampaikan Tom Lembong dalam lanjutan sidang Praperadilan di Pengadilan Negeri (PN) Jakarta Selatan, Kamis (21/11). Tom Lembong memberikan keterangan secara online.""Semua Mendag sebelum dan setelah saya juga merestui atau mengesahkan izin impor gula mentah untuk diolah jadi GKP (Gula Kristal Putih) melalui distributor,"" ujar Tom Lembong.Menurut dia, Kejaksaan Agung secara terbalik menafsirkan Peraturan Menteri Perdagangan (Permendag) Nomor 117 Tahun 2015 tentang Ketentuan Impor Gula. Permendag tersebut ditandatangani Tom Lembong saat menjabat sebagai Mendag sembilan tahun silam.""Permendag itu tidak mengatakan bahwa dalam rangka stabilisasi harga dan stok, yang boleh diimpor hanya GKP melalui BUMN,"" ucap Tom Lembong.Lihat Juga :Tom Lembong: Saya Menjalankan Perintah Jokowi Selama Jadi MendagPasal 5 ayat 2 Permendag a quo berbunyi: Impor Gula Kristal Putih (Plantation White Sugar) sebagaimana dimaksud dalam Pasal 2 ayat (2) huruf c hanya dapat dilakukan oleh BUMN pemilik API-U (tanda pengenal sebagai importir umum) setelah mendapat persetujuan impor dari menteri.Dalam keterangannya, Tom Lembong mengatakan selalu mengedepankan kepentingan masyarakat dan menjalankan perintah presiden dalam membuat kebijakan termasuk impor gula sebagaimana tertuang dalam diskusi di berbagai sidang kabinet.Sebab, selama satu tahun sebagai Mendag, Tom Lembong mengungkapkan harga dan kecukupan stok pangan menjadi perhatian serius Joko Widodo saat menjabat Presiden RI.""Saya dan jajaran menjalankan semua kebijakan secara transparan (termasuk impor gula). Semua surat dan izin yang saya tanda tangan ditembuskan ke berbagai pihak termasuk bapak presiden, menteri koordinator yang membawahi saya, sampai Kapolri dan KSAD,"" ucap Tom Lembong.Lihat Juga :Tom Lembong: Sesuai Keputusan Pimpinan Saya Ditetapkan TersangkaAtas dasar itu, Tom Lembong mengaku masih bingung atas penetapan tersangka dan penahanan dirinya oleh Kejaksaan Agung. Untuk itulah dia mengajukan Praperadilan.Tom Lembong bersama CS selaku Direktur Pengembangan Bisnis PT Perusahaan Perdagangan Indonesia (PPI) diproses hukum Jampidsus Kejaksaan Agung atas kasus dugaan korupsi importasi gula tahun 2015-2016.Menurut Kejaksaan, kasus tersebut menimbulkan kerugian keuangan negara sebesar Rp400 miliar.Tom Lembong dan CS sudah ditahan untuk waktu 20 hari pertama terhitung sejak Selasa (29/10) setelah menjalani pemeriksaan.Lihat Juga :Istri Tom Lembong Hadir Praperadilan: Kasus Ini Janggal Buat Saya"
Cawagub Taj Yasin Sambangi Gus Mus Jelang Pencoblosan Pilgub Jateng	CNN Indonesia	2024/11/21 19:58:00	"Calon Wakil Gubernur Jawa Tengah (Jateng) nomor 2 Taj Yasin Maimoen alias Gus Yasin mendatangi tokoh Nahdlatul Ulama (NU) sekaligus Pengasuh Pondok Pesantren Roudlotul Thalibin Musthofa Bisri alias Gus Mus di Leteh Rembang, Jateng.Dalam kesempatan ini, Yasin bercerita singkat awal mula kembali ingin jadi Wagub Jateng mendampingi Ahmad Luthfi di Pilkada Jateng 2024.""Wekdal niko kulo (Waktu itu saya sudah) tinggal pelantikan DPD Yai, tapi disuwun (terus diminta) mas Luthfi supados ndampingi (supaya mendampingi). Kulo mboten saged njawab (Saya tidak bisa jawab), kulo (saya) jawab setelah umroh mawon (saja). Pas kulo (saya) tinggal umroh, malah fotone kulo pun towaf teng pundi-pundi (foto dan poster saya sudah terpasang dimana-mana),"" jelas Yasin.""Nggih, malah tekan alas-alas juga (Iya, malah sampai ke hutan-hutan segala posternya),"" tambahnya berkelakar.Lihat Juga :Survei H-7 Pilgub Jateng: Andika Perkasa dan Ahmad Luthfi Sama KuatGus Mus pun sempat menanyakan dukungan Presiden RI ke-7 Joko Widodo kepada Gus Yasin dan Ahmad Luthfi di Pilgub Jateng 2024.""Jokowi dukungannya lahir batin ya? Masya Allah,"" tanya Gus Mus.Gus Mus kemudian berpesan kepada Yasin bila berdoa meminta berkah dan manfaat.""Jika tidak membawa manfaat lebih baik tidak usah. Itu pesan Mbah Maimoen Zubair ketika saya dulu juga sowan meminta restu. Nggih ngoten niku pesan Mbah Yai (Ya begitulah pesan Mbah Kiai),"" pesan Gus Mus.Lihat Juga :Prabowo Endorse Luthfi Bukan Pelanggaran Karena Kampanye di Hari Libur"
Jokowi Anggap Wajar Prabowo Endorse Luthfi: Masa Enggak Boleh Dukung	CNN Indonesia	2024/11/21 19:55:11	"Presiden Ketujuh RI, Joko Widodo angkat bicara mengenai video dukungan Presiden Prabowo Subianto untuk Pasangan Calon Gubernur Jawa Tengah, Ahmad Luthfi - Taj Yasin Maimoen di Pilgub Jateng 2024.Jokowi menganggap wajar jika Prabowo menyatakan dukungannya secara terbuka kepada pasangan Luthfi-Yasin. Hal itu senada dengan Badan Pengawas Pemilu (Bawaslu) yang memutuskan video tersebut tidak melanggar aturan Pemilu.""Kan sudah saya sampaikan, sudah diputuskan oleh bawaslu,"" kata Jokowi saat blusukan di Simpang Tujuh Joglo, Kelurahan Kadipiro, Solo, Jawa Tengah, Kamis (21/11).Jokowi kemudian mengutip pasal 299 Undang-undang Nomor 7 tahun 2017 tentang Pemilihan Umum (Pemilu). Di ayat satu pasal tersebut disebutkan Presiden dan Wakil Presiden mempunyai hak melaksanakan kampanye.""Apalagi yang namanya Presiden Prabowo Subianto. Itu Ketua Partai Gerindra yang merekomendasikan semua calon kepala daerah dari Partai Gerindra. Mosok nggak boleh mendukung,"" kata Jokowi.Lihat Juga :Poin Putusan Bawaslu soal Tak Ada Pelanggaran Prabowo Endorse LuthfiJokowi sendiri tidak menjawab saat ditanya mengenai Ketua Bawaslu, Ahmad Bagja yang menyatakan video tersebut dibuat oleh tim media Luthfi - Yasin. Video tersebut direkam pada saat Paslon nomor urut 02 itu bertemu dengan Prabowo di kediaman Jokowi 3 November 2024 lalu.""Saya hanya ingin menyampaikan yang tadi,"" kata Jokowi saat dikonfirmasi mengenai lokasi pembuatan video.Bawaslu sebelumnya telah memutuskan video Prabowo mengajak warga memilih Luthfi-Taj Yasin bukan pelanggaran pemilu.""Tak ada dugaan pelanggaran pemilihan, baik pelanggaran administrasi pemilihan maupun tindak pidana pemilihan,"" kata Ketua Bawaslu Rahmat Bagja di Jakarta, Rabu (20/11).Bagja menjelaskan video endorse Prabowo ke pasangan Luthfi-Taj Yasin memiliki muatan kampanye. Ia menjelaskan video itu diunggah pada 9 November atau pada rentang jadwal kampanye pemilihan melalui media sosial.Akan tetapi, Bagja mengatakan pembuatan video Prabowo itu dibuat pada hari Minggu 3 November 2024 atau bertepatan pada hari libur.""Secara hukum presiden dapat ikut dalam kampanye pemilihan. Namun ketentuan mengenai cuti kampanye sebagai syarat ikut kampanye tak berlaku karena pembuatan video dilakukan pada Minggu 3 November 2024 atau pada hari libur,"" kata dia."
Koalisi Sipil Duga Uji Capim KPK Sudah Dikondisikan, Cuma Basa-basi	CNN Indonesia	2024/11/21 18:09:03	"Koalisi Masyarakat Sipil yang terdiri dari Perhimpunan Bantuan Hukum Indonesia (PBHI) dan Transparency International Indonesia (TII) menuding pimpinan KPK periode 2024-2029 sudah dikondisikan. Menurut mereka, seleksi hingga uji kelayakan dan kepatutan atau fit and proper test hanya basa-basi.Menurut koalisi, di tengah krisis integritas, sudah seharusnya Komisi III DPR RI memilih calon pimpinan dan dewan pengawas KPK dengan rekam jejak baik. Namun, yang terjadi justru sebaliknya.""Basa-basi seleksi, pengondisian calon pimpinan KPK yang bisa kompromi korupsi,"" ujar Julius Ibrani dari PBHI melalui keterangan persnya, Jumat (21/11).Julius mengungkit panitia seleksi (pansel) yang diduga kuat memilih calon terafiliasi dengan Joko Widodo (Jokowi). Dugaan itu dibuktikan dari banyak calon yang memiliki rekam jejak cukup baik dan berkomitmen dalam pemberantasan korupsi dipenggal dalam proses tahap awal.Lihat Juga :Profil 4 Pimpinan KPK Terpilih: Jaksa, Eks BPK, hingga HakimPansel justru meloloskan nama-nama yang memiliki rekam jejak buruk. Ia menambahkan proses seleksi terkesan sekadar formalitas belaka.""Seleksi wawancara yang dilakukan oleh Pansel maupun fit and proper test di Komisi III DPR tidak menggali lebih dalam kepada calon terkait mulai dari tidak patuh dalam melaporkan harta kekayaan, harta kekayaan yang mengalami fluktuasi tidak wajar, nir-integritas dan potensi benturan konflik kepentingan, hingga langkah konkret dalam upaya membenahi kelembagaan KPK pascarevisi UU KPK 2019,"" kata Julius.Ia menilai lima orang pimpinan dan dewan pengawas KPK yang ditetapkan DPR memiliki rekam jejak buruk. Satu di antaranya ialah Johanis Tanak yang ada catatan pernah berkomunikasi dengan pejabat Kementerian ESDM Muhammad Idris Froyoto Sihite. Percakapan yang berisi 'bisalah kita cari duit' itu sempat viral di media sosial.""Selain itu, dalam paparannya saat fit and proper test, Johanis Tanak menegaskan akan menghapus OTT KPK karena dianggap tidak sesuai dengan aturan KUHAP yang berlaku,"" ucap Julius.""Koalisi menilai bahwa Johanis Tanak tidak mampu mengukur efektivitas dan persentase keberhasilan pemberantasan korupsi melalui OTT, atau niat menghapus OTT karena adanya transaksi politik dengan seseorang dan/atau kelompok tertentu sehingga menjadikan KPK sebagai lembaga yang mati suri dalam menjalankan mandatnya sebagai pemberantas korupsi,"" sambungnya.Lihat Juga :Daftar Lengkap Perolehan Suara Pimpinan & Dewas KPK 2024-2029Julius menambahkan komposisi Komisioner KPK periode 2024-2029 yang didominasi oleh penegak hukum menjadi tantangan untuk mengaktifkan kembali fungsi trigger mechanism KPK. Semangat itu muncul ketika Kejaksaan dan Kepolisian dianggap belum cukup efektif dalam memberantas korupsi.""Faktanya, calon yang dipilih oleh DPR adalah mereka dengan rekam jejak Kejaksaan dan Kepolisian yang juga tidak efektif dalam melakukan pemberantasan korupsi di lembaga sebelumnya. Bahkan, Kejaksaan dan Polri menjadi lembaga yang paling banyak melakukan korupsi,"" ucap Julius.Dalam keterangannya, ia menyayangkan sikap abai Komisi III DPR terhadap catatan rekam jejak calon pimpinan dan dewan pengawas KPK yang dikirim oleh koalisi.Pada Kamis ini, Rapat Pleno Komisi III DPR RI menetapkan lima orang pimpinan dan dewan pengawas KPK periode 2024-2029. Sebelumnya, Komisi III menggelar uji kepatutan dan kelayakan.Lihat Juga :Tidak Ada Perempuan di Jajaran Pimpinan KPK Periode 2024-2029Di kursi pimpinan KPK mendatang, terdapat nama Setyo Budiyanto (mantan Direktur Penyidikan KPK), Johanis Tanak (Komisioner KPK saat ini), Fitroh Rohcahyanto (jaksa yang sempat menjadi Direktur Penuntutan KPK), Agus Joko Pramono (mantan Wakil Ketua BPK) dan Ibnu Basuki Widodo (hakim di Pengadilan Tinggi Manado).Sementara di kursi dewan pengawas KPK akan diisi oleh Chisca Mirawati (Founder & Managing Partner CMKP Law), Benny Mamoto (mantan Ketua Harian Kompolnas), Wisnu Baroto (jaksa), Sumpeno (hakim pada Pengadilan Tinggi Jakarta) dan Gusrizal (Ketua Pengadilan Tinggi Samarinda)."
Bobby Nasution: Jangan Gara-gara Pilkada Kita Kena Api Neraka	CNN Indonesia	2024/11/21 14:56:54	"Calon Gubernur Sumatera Utara (Sumut) Nomor urut 1, Bobby Nasution mengklaim para pendukungnya tidak pernah menjelek-jelekkan pasangan calon (paslon) lain.Oleh karena itu, Bobby meminta para pendukung harus menyampaikan program-program yang mereka gagas.""Beda pendukung dan pemilih Bobby-Surya dengan calon yang lain adalah pendukung Bobby-Surya tidak menjelek-jelekkan paslon lain,"" kata Bobby Nasution saat kampanye di Binjai, Rabu (20/11).Lihat Juga :Ridwan Kamil Undang Jokowi Hadiri Kampanye Akbar KeduaBobby Nasution yang berpasangan dengan Surya itu menekankan pentingnya kampanye yang positif dan berfokus pada program. Sebab ini memungkinkan masyarakat untuk memilih pemimpin berdasarkan visi dan misi, bukan berdasarkan sentimen negatif.""Masih banyak yang bisa diceritakan kebaikan dan program Bobby-Surya untuk Sumut. Jadi, jangan habisi waktu, jangan gara-gara Pilkada kita bagian golongan orang yang nanti kena api neraka gara-gara Pilkada itu saja,"" urai Bobby.Oleh karena itu, Bobby menambahkan Pilgub Sumut merupakan kontestasi politik yang penting, yang diharapkan dapat menghasilkan pemimpin yang berkualitas dan mampu membawa Sumatera Utara menuju kemajuan.""Di masa kampanye ini, ini adalah masa untuk memperkenalkan diri, memperkenalkan program, bukan masa untuk saling membenci, bukan waktu yang diberikan untuk kita saling membenci,"" katanya.[Gambas:Photo CNN]Lihat Juga :H-7 Pilgub Jabar, Dedi Mulyadi-Erwan Unggul Telak di Berbagai SurveiBobby berharap kepada masyarakat agar memilih pemimpin berdasarkan hati nurani. Wali Kota Medan ini pun mengajak masyarakat dapat memilih pemimpin berdasarkan pikiran sendiri dan tidak ikut menjelek-jelekkan paslon lain.""Kita enggak mau dari golongan yang (menjelek-jelekkan) itu. Biarkan kita memilih pemimpin dengan hati kita, kita memilih pemimpin dengan apa yang sudah kita yakini baik di pikiran kita dan di hati kita tanpa menjelek-jelekkan yang lain,"" tegas menantu Presiden ketujuh RI Joko Widodo (Jokowi) itu."
Ridwan Kamil Undang Jokowi Hadiri Kampanye Akbar Kedua	CNN Indonesia	2024/11/21 13:21:58	"Calon Gubernur Jakarta Ridwan Kamil (RK) mengaku sudah mengirimkan undangan kepada Presiden ke-7 RI Joko Widodo (Jokowi) untuk hadir dalam kampanye akbar pamungkas pada 23 November nanti.RK mengatakan Jokowi belum memberikan kepastian akan hadir dalam kampanye akbar itu. Sebab, kata RK, Jokowi sedang memastikan agenda kampanye di Jawa Tengah.""Sudah diundang, cuma Pak Jokowi itu waktu bersamaan kampanye akbar Jawa Tengah,"" kata RK di Polda Metro Jaya, Jakarta, Kamis (21/11).""Jadi beliau bilang nanti lagi dilihat bagaimana membagi waktunya. Kita paham kan, karena rumah beliau kan di Jawa Tengah,"" sambungnya.Lihat Juga :Jokowi Jagokan Luthfi-Taj Yasin di Jateng, RK-Suswono di JakartaMeski begitu, RK mengaku tetap berharap Eks Gubernur Jakarta itu turut hadir dalam kampanye akbar terakhirnya sebelum masa tenang.""Kalau saya menyampaikan undangan artinya saya berharap,"" tutur dia.Di sisi lain, RK mengaku tidak tahu siapa saja tokoh yang akan hadir dalam kampanye akbar tersebut. Ia beralasan sebagai cagub tak terlalu mengurus hal teknis.""Paslon itu pengantinnya ibarat cuma datang ya, jadi enggak hafal siapa yang diundang. Tapi semuanya diundang,"" ujar dia.Lihat Juga :Tiga Paslon Pilgub DKI Hadiri Roadshow Gapai Kemuliaan Pilkada DamaiRK berpasangan dengan Suswono di Pilkada Jakarta 2024. Mereka diusung oleh Koalisi Indonesia Maju Plus (KIM Plus) yang berisi belasan partai politik.Mereka akan berlawanan dengan pasangan Pramono Anung-Rano Karno yang diusung PDIP-Hanura dan Dharma Pongrekun-Kun Wardhan yang maju lewat jalur independen.[Gambas:Photo CNN]"
Belum KTP Jakarta, Ridwan Kamil Mau Nyoblos Cagub Jabar di Bandung	CNN Indonesia	2024/11/21 12:47:02	"Calon Gubernur Jakarta Ridwan Kamil (RK) mengaku tidak akan menyoblos di Jakarta saat pemilihan suara Pilkada serentak 2024 digelar pada 27 November nanti karena KTP yang dimiliki masih berdomisili di Bandung.RK berkata apa yang dialaminya di hari pencoblosan nanti mirip dengan Presiden ke-7 RI Jokowi yang tidak mencoblos di Jakarta meski menjadi cagub di Pilkada Jakarta 2012.Lihat Juga :Ketum Jakmania Tantang RK Pakai Baju Persija: Cowok Butuh Pembuktian""Saya kan KTP-nya seperti Pak Jokowi dulu, belum ber-KTP Jakarta. Jadi saya nyoblosnya di domisili saya di Bandung untuk gubernur Jawa Barat,"" kata RK di Polda Metro Jaya, Jakarta, Kamis (21/11).Lebih lanjut RK mengaku tak akan melakukan banyak hal saat masa tenang jelang pencoblosan Pilkada Jakarta 2024 dimulai.Ia mengaku hanya akan lebih fokus untuk mengintrospeksi diri dan berserah diri kepada Allah SWT atas segala hasil yang akan terjadi.""Kontemplasi tiga hari, berdoa. Ya sudah, setelah itu siap menang, siap kalah juga. Sudah bekerja, selanjutnya kita bertawakal,"" ujar dia.[Gambas:Photo CNN]RK berpasangan dengan Suswono di Pilkada Jakarta 2024. Mereka diusung oleh Koalisi Indonesia Maju Plus (KIM Plus) yang berisi belasan partai politik.Mereka akan berlawanan dengan pasangan Pramono Anung-Rano Karno yang diusung PDIP-Hanura dan Dharma Pongrekun-Kun Wardhana yang maju lewat jalur independen.Lihat Juga :Hasil Survei di H-7 Pencoblosan Pilgub Jakarta: Pramono Salip RK"
