article_title	article_author	article_publication_date	article_content
Nusron Soal Isu Rekonsiliasi Jokowi-Megawati: Alhamdulillah	Mirsan Simamora	26-01-2024	"Sekretaris Tim Kampanye Nasional (TKN) Prabowo-Gibran, Nusron Wahid menanggapi santai isu rekonsiliasi antara Ketua Umum PDI Perjuangan Megawati Soekarnoputri dengan Presiden Joko Widodo. Menurutnya, hal itu merupakan kabar baik.
""Kalau ada rekonsiliasi (Jokowi-Megawati), ya Alhamdulillah, namanya rekonsiliasi bagus. 
Nusron menuturkan, kemungkinan terjadinya rekonsiliasi setelah Pilpres 2024 selesai. Sebab, Jokowi dan Megawati memilik pilihan berbeda dalam pilpres kali ini. 
""Pemilih masing-masing sudah punya segmen, namanya kalo ada rekonsiliasi demi kepentingan bangsa dan negara bagus. Tapi menurut hemat saya pasti rekonsiliasi itu terjadi setelah pemilu, sebelum pemilu pasti belum, wong dukungannya berbeda, Pak Jokowi dukung Prabowo, Bu Mega dukung Ganjar, ya pasti berbeda,"" ujar Nusron.
Presiden Jokowi dengan Ketua Umum PDIP Megawati Soekarnoputri dikabarkan retak. Pemicunya karena perbedaan pandangan politik.
Sejauh ini, baik Jokowi dan Megawati tidak pernah menyampaikan keterangan resmi terkait bagaimana hubungan mereka.
Namun, dari sejumlah kegiatan, terlihat Jokowi condong mendukung Prabowo-Gibran. Sementara PDIP jelas, mengusung paslon Ganjar-Mahfud.
Belakangan muncul kabar Jokowi mencoba untuk berkomunikasi dengan Megawati untuk membahas Pilpres 2024. Namun, belum ada respons."
Jokowi Batal Hapus BBM Jenis Premium, Ini Aturannya	Nicha Muslimawati	02-01-2022	"Presiden 
Aturan distribusi dan harga jual BBM premium itu termuat dalam Peraturan Presiden RI (Perpres) Nomor 117 Tahun 2021 tentang Perubahan Ketiga atas Peraturan Presiden Nomor 191 Tahun 2014 tentang Penyediaan, Pendistribusian, dan Harga Jual Eceran Bahan Bakar Minyak (BBM), yang disahkan pada 31 Desember 2021.
Seperti dilansir dari 
Sejumlah aturan Keppres Nomor 191 Tahun 2014 yang diubah adalah Pasal 3 untuk ayat (3) dan ayat (4) dan penambahan Pasal 21 B serta pasal 21C, antara lain mengatur:
Jenis BBM Khusus Penugasan adalah BBM jenis bensin RON minimum 88, yaitu premium untuk didistribusikan di wilayah penugasan yang meliputi seluruh wilayah Negara Kesatuan Republik Indonesia (ayat 2 dan 3).
""Menteri dapat menetapkan perubahan jenis BBM khusus penugasan serta wilayah penugasan berdasarkan hasil rapat koordinasi yang dipimpin menteri yang menyelenggarakan koordinasi, sinkronisasi, dan pengendalian urusan kementerian dalam penyelenggaraan pemerintahan di bidang perekonomian,"" tulis Pasal 3 ayat (4) beleid tersebut. 
Aturan ini mengubah wilayah penugasan untuk distribusi premium pada Keppres 191 Tahun 2014 yang dikecualikan di tujuh wilayah, yaitu DKI Jakarta, Banten, Jawa Barat, Jawa Tengah, D.I.Yogyakarta, Jawa Timur, dan Bali. Sehingga, saat ini tidak ada lagi pengecualian wilayah penugasan distribusi premium.
Perubahan lain adalah terkait komposisi dan formula harga, yaitu di antara Pasal 21A dan Pasal 22 disisipkan 2 pasal, yakni Pasal 218 dan Pasal 21C.
Pasal 21B ayat (1) menyebutkan dalam rangka mendukung energi bersih dan ramah lingkungan, jenis bensin RON 88 yaitu premium yang merupakan 50 persen dari volume jenis bensin RON (90), yaitu pertalite disediakan dan didistribusikan oleh badan usaha penerima penugasan diberlakukan sebagai jenis BBM khusus penugasan sejak 1 Juni 2021 sampai ditetapkan oleh menteri. Tujuannya adalah untuk mendukung energi bersih dan ramah lingkungan.
Selanjutnya ditambahkan Pasal 21 B ayat (2) yang mengatur mengenai formula harga dasar, harga indeks pasar, dan harga jual eceran bahan bakar minyak jenis RON 88 (premium) sebagai komponen bahan bakar minyak pembentuk jenis bensin RON 90 mengacu pada ketentuan jenis RON 88 sebagai jenis BBM khusus penugasan.
Nantinya badan pengatur yang melakukan verifikasi volume jenis BBM Khusus Penugasan (ayat 3) sedangkan pemeriksaan dan/atau reviu perhitungan volume premium dilakukan oleh auditor yang berwenang.
Berdasarkan hasil pemeriksaan dan/atau reviu perhitungan auditor tersebut, menteri keuangan menetapkan kebijakan pembayaran kompensasi setelah berkoordinasi dengan Menteri ESDM dan Menteri BUMN (ayat 5).
Sedangkan kebijakan pembayaran kompensasi sebagaimana ayat 5 tersebut dilaksanakan sesuai kemampuan keuangan negara.
Terakhir, badan pengatur menetapkan penugasan kepada badan usaha penerima penugasan untuk penyediaan dan pendistribusian BBM Khusus Penugasan tersebut.
Dalam Pasal 21 C, Presiden Jokowi memandatkan Menteri ESDM untuk untuk menyusun dan menetapkan peta jalan BBM bersih dan ramah lingkungan, berdasarkan rapat koordinasi yang dipimpin Menteri Koordinator Perekonomian."
Mahasiswa UGM Tuntut Jokowi Mundur dari Presiden	M. Rizki	22-08-2024	"Sejumlah elemen masyarakat termasuk mahasiswa mulai berkumpul di Parkiran Abu Bakar Ali, Kota Yogyakarta, Kamis (22/8).
Mereka akan menggelar demo menuntut DPR dan pemerintah untuk ikuti aturan baru Mahkamah Konstitusi terkait aturan Pilkada.
Selain itu, mahasiswa juga menuntut agar Presiden Jokowi segera mundur dari jabatannya.
""Kita menuntut kepada DPR dan pemerintah khusus Presiden untuk menghormati itu (putusan MK) dan kita juga menuntut agar presiden segera turun dari jabatannya,"" kata Reformatik perwakilan mahasiswa UGM di lokasi.
Reformatik menjelaskan untuk mahasiswa UGM sendiri ada ratusan mahasiswa yang bergabung dengan masyarakat untuk demo hari ini.
""Kalau untuk dari UGM sendiri kita ada ratusan dan nanti tuh berjalan dari sini nanti ke DPRD terus ke istana dari istana terus ke titik nol,"" katanya.
""Tuntutannya, kita menuntut pemerintah untuk menghargai putusan MK yang sudah diketok palu, putusan 60 dan 70,"" ujarnya."
Saat Jokowi Jaga Legacy IKN Jelang Akhir Masa Bakti	Tim kumparan	09-09-2024	"Masa pemerintahan Presiden 
Hal itu dibenarkan oleh Hasan Nasbi, selaku Kepala Presidential Communication Officer (PCO). 
""Rencananya begitu (ngantor di IKN) dari tanggal 10 September sampai 19 Oktober,"" ucap Hasan. 
Lalu mengapa Jokowi memilih menghabiskan masa bakti nya di IKN?, seperti apa IKN pasca hingar-bingar 17 Agustus lalu?, berikut 
Hasan Nasbi mengungkapkan, Jokowi ingin merasakan bekerja di istana negara IKN sebelum tampuk RI-1 pindah ke Prabowo Subianto. 
""Istana Garuda tempat presiden bekerja sebagai kepala pemerintahan sudah bisa digunakan. Jadi wajar jika presiden ingin merasakan bekerja di Istana Garuda sebelum estafet pemerintahan diserahkan kepada presiden berikut ya. Bagaimanapun ini 
Meski berkantor di IKN, Jokowi tetap akan berkeliling daerah. Tapi, ia berangkat dari IKN. 
""Presiden tetap bisa melakukan kunjungan kerja ke daerah lain dengan berangkat dari Ibu Kota Nusantara,"" ujarnya.
Selain berkantor di IKN, Jokowi juga akan menggelar Sidang Kabinet Paripurna Kedua pada 13 September nanti. 
""Rapat kabinet paripurna rencananya hari Jumat tanggal 13 September,"" kata Hasan kepada wartawan, Senin (9/9).
Nantinya pada sidang kabinet paripurna itu, Jokowi akan didampingi oleh Menseskab dan deputi persidangan.
Meskipun Jokowi akan menghabiskan sisa masa jabatan di IKN, Hasan menegaskan tak menutup kemungkinan Jokowi akan ke Jakarta sebelum pelantikan presiden terpilih.
""[Sebelum 20 Oktober] Tentu bisa ke Jakarta juga,"" ucap dia.
Seperti diketahui, Jokowi sempat berkantor di IKN jelang perayaan 17 Agustus. Saat itu, ia bolak-balik Jakarta-IKN untuk mengikuti sidang pertanggung jawaban di DPR-MPR lalu bertolak ke IKN untuk Apel Suci.
Para menteri Jokowi juga sudah berada di IKN pada periode tersebut. Sebut saja, Menteri Investasi Bahlil Lahadalia, hingga Wakil Menteri Agraria dan Tata Ruang/Wakil Kepala Badan Pertanahan Nasional (ATR/BPN) yang juga Wakil Kepala Otorita IKN Raja Juli Antoni, Sekretaris Militer Presiden Mayjen TNI Rudy Saladin, Komandan Paspampres Mayjen TNI Achiruddin, serta Deputi Bidang Protokol, Pers, dan Media Sekretariat Presiden M. Yusuf Permana.
Selain itu, Jokowi juga sempat memamerkan ruang kerjanya di Istana Garuda IKN. 
Penampakan ruang kerja dan kamarnya di Istana Garuda IKN dipamerkan Jokowi di akun Instagram @jokowi.
""Mengawali hari di kantor IKN dengan energi, pola pikir, dan semangat baru,"" tulis Jokowi di caption Instagram, Selasa (30/7).
Menurut Jokowi, bekerja di IKN merupakan langkah awal untuk Indonesia yang lebih baik.
""Langkah awal yang memberi harapan dan peluang baru untuk masa depan Indonesia yang jauh lebih baik,"" pungkas Jokowi."
Jokowi Disebut Minta Hentikan Kasus Setnov, Istana Beri Penjelasan	Ahmad Romadoni	01-12-2023	"Istana memberi penjelasan soal isu Presiden Jokowi meminta Ketua KPK pada saat itu, Agus Rahardjo, untuk menghentikan kasus e-KTP dengan tersangka Setya Novanto. Istana kemudian melakukan sejumlah penelusuran terkait hal itu.
Koordinator Staf Khusus Presiden, Ari Dwipayana, mengatakan dari hasil penelusuran, tidak ada pertemuan Jokowi dengan Agus. Ari meminta, masyarakat melihat kenyataan saat ini: Setnov tetap diproses hukum.
""Kita lihat saja apa kenyataannya yang terjadi. Kenyataannya, proses hukum terhadap Setya Novanto terus berjalan pada tahun 2017 dan sudah ada putusan hukum yang berkekuatan hukum tetap,"" kata Ari dalam keterangannya, Jumat (1/12).
Ari mengatakan, Jokowi juga pernah menunjukkan sikapnya ke publik melalui pernyataan resmi pada 17 November 2017. Dalam pernyataan itu, Jokowi tegas meminta Setnov diproses.
""Presiden dalam pernyataan resmi tanggal 17 November 2017 dengan tegas meminta agar Setya Novanto mengikuti proses hukum di KPK yang telah menetapkannya menjadi tersangka korupsi kasus KTP Elektronik. Presiden juga yakin proses hukum terus berjalan dengan baik,"" jelas dia.
Sementara, untuk revisi UU KPK, Ari menilai, hal itu tidak ada kaitannya dengan Jokowi. Revisi itu datang dari usulan DPR bukan pemerintah.
""Perlu diperjelas bahwa Revisi UU KPK pada tahun 2019 itu inisiatif DPR, bukan inisiatif Pemerintah, dan terjadi dua tahun setelah penetapan tersangka Setya Novanto,"" ucap dia.
Ketua KPK periode 2015-2019 Agus Rahardjo mengungkapkan pernah dipanggil oleh Presiden Jokowi untuk menghentikan kasus e-KTP dengan tersangka Setya Novanto. Dia menyebut Jokowi saat itu marah dan minta kasus dihentikan.
Saat itu, Agus bertemu dengan Jokowi didampingi Pratikno. Dia masuk lewat pintu samping agar tidak bertemu dengan wartawan.
“Presiden sudah marah menginginkan, karena baru masuk itu beliau sudah ngomong, ‘hentikan!’,” tutur Agus dalam wawancara di acara Rossi KompasTV. 
“Kan saya heran, yang dihentikan apanya? Setelah saya duduk ternyata saya baru tahu kalau yang (Jokowi) suruh hentikan itu adalah kasusnya Pak Setnov,” lanjut Agus."
Jokowi Ungkap Alasan Gencar Berikan Bansos, Bantah Ada Politisasi	Pinky Sheilla Cikita	04-02-2024	Presiden Jokowi akhirnya buka suara terkait polemik bantuan sosial yang gencar pemerintah bagikan di masa-masa pemilu ini. Menurutnya, alasan pemerintah membagikan bansos karena untuk membantu warga yang terdampak El Nino, kemarau panjang, serta adanya kenaikan harga beras di seluruh negara. Jokowi juga menegaskan bahwa anggaran bantuan juga sudah disetujui DPR. Sebelumnya banyak anggapan bansos yang dibagi-bagikan Jokowi akan menguntungkan paslon Prabowo-Gibran. Selengkapnya saksikan video di atas. #bisnisupdate #update #bisnis #newsflash
Jokowi Bakal Pimpin Sidang Kabinet Paripurna di IKN Besok	Ahmad Romadoni	12-09-2024	"Presiden Jokowi mulai berkantor di Ibu Kota Nusantara (IKN) sejak Kamis (12/9). Jokowi akan menghabiskan sisa masa jabatannya di IKN hingga 19 Oktober 2024.
Deputi Bidang Protokol, Pers, dan Media Sekretariat Presiden, Yusuf Permana mengatakan bahwa Jokowi dijadwalkan akan memimpin sidang kabinet paripurna kedua di IKN besok, Jumat (13/9).
""Hari Kedua di IKN, besok bapak presiden akan memimpin sidang kabinet paripurna di Istana Garuda IKN pukul 09.00 WITA,"" kata Yusuf kepada wartawan,Kamis (12/9).
Selain memimpin sidang kabinet paripurna, Jokowi juga akan meresmikan Hotel Swissotel dan groundbreaking 1 mall di IKN.
""Kemudian setelah itu kegiatan beliau antara lain akan meresmikan Hotel Nusantara Swissotel dan groundbreaking mall duty free nusantara di IKN,"" ucapnya."
Ngabalin Sebut Tim Transisi Akan Dipimpin Langsung oleh Jokowi	Ahmad Romadoni	01-04-2024	"Tenaga Ahli Utama KSP Ali Mochtar Ngabalin memastikan tim transisi pemerintahan dari Jokowi ke Prabowo Subianto akan dibentuk. Namun, pembentukan tim masih lama.
""Dalam masa transisi ini dengan IKN juga pasti ada, tapi kita dari KSP ini belum tahu kapan. Tapi pasti ada, masih lama,"" kata Ngabalin di Kantor Staf Presiden, Jakarta, Senin (1/4).
Ngabalin memastikan tim transisi akan dipimpin langsung oleh Jokowi.
""Ya, insyaallah akan dipimpin langsung Presiden Joko Widodo dan saya kira tidak lama itu. Kami juga di KSP belum dapatkan [informasi pastinya], tapi saya yakin pasti akan baik, mulus, dan dalam waktu yang sangat cepat,"" tuturnya.
Menurutnya, tim transisi akan dibentuk berdasarkan kewenangan presiden.
""Ini sedang dibuat apa kewenangannya, semua ada pada prerogatif presiden. Jadi kewenangan presiden,"" tuturnya.
Namun, Ngabalin tidak tahu apakah tim yang akan dibentuk seperti ketika transisi dari Presiden Susilo Bambang Yudhoyono (SBY) ke Jokowi.
""Belum tahu, belum tahu. Tapi dalam waktu yang sangat cepat [tim transisi akan dibentuk],"" pungkasnya."
Berebut Approval Rating Jokowi	Mohammad Hidayaturrahman	17-02-2024	"Sebagai presiden yang saat ini sedang menjabat selama hampir 10 tahun, tentu saja pamor atau tuah Joko Widodo (Jokowi) sangat diperhitungkan. Terlebih lagi bila mengacu kepada hasil survei yang dirilis oleh banyak lembaga, menyebut tingkat kepuasan rakyat terhadap pemerintahan yang dipimpin Jokowi sangat tinggi, hampir mencapai 80 persen. 
Wajar bila sejumlah partai politik berupaya untuk merebut pamor atau tuah Jokowi tersebut. Setidaknya ada dua partai politik yang berupaya mengidentikkan diri dengan Jokowi, yaitu Partai Solidaritas Indonesia (PSI) dan Partai Amanat Nasional (PAN). PSI yang mendapuk putera Jokowi, Kaesang Pangarep sebagai ketua umumnya, telah memasang baliho dan spanduk di seluruh Indonesia bertuliskan “PSI Partai Jokowi,” berikut gambar Kaesang bersama Jokowi. 
Begitu pula dengan PAN yang memasang baliho besar di berbagai titik dan wilayah di Indonesia dengan tulisan “Jokowi Keluarga PAN, PAN Keluarga Jokowi,” berikut foto Jokowi bersama Ketua Umum PAN Zulkifli Hasan.
Sebaliknya, ada juga partai politik yang selama ini dikenal sebagai partainya Jokowi, yaitu PDI Perjuangan, tidak terlihat memasang baliho maupun spanduk yang ada gambar atau tulisan yang menggambarkan keberadaan Jokowi di partai berlogo banteng tersebut. 
Begitu pula dengan Partai Gerindra, partai politik yang berada di koalisi pemerintah, yang ketua umumnya, Prabowo Subianto mencalonkan diri sebagai Capres berpasangan dengan Gibran, putera Jokowi, tidak mencantumkan foto Jokowi pada baliho resmi yang dipasang oleh Partai Gerindra. 
Partai Gerindra hanya memasang logo partai bersama pasangan calon presiden dan calon wakil presiden, minus foto Jokowi. Terlebih lagi Partai Golkar, partai yang berada di koalisi pemerintah, percaya diri melakukan kampanye di alat peraga, tanpa foto Jokowi. Kalaupun ada baliho partai Golkar yang memasang foto Jokowi sangat sedikit jumlahnya.
Apakah tingginya kepuasan rakyat terhadap pemerintahan Jokowi dapat menjadi pamor atau tuah elektoral, sehingga diperebutkan oleh sejumlah partai politik? Perlu dicek melalui elektabilitas partai politik yang berkontestasi pada Pemilihan Umum (Pemilu) 2024. 
Survei oleh Centre for Strategic and International Studies (CSIS) yang dirilis pada akhir Desember 2023 menunjukkan bahwa elektabilitas partai politik nomor tiga terbesar diraih oleh PDI Perjuangan sebesar 16,4 persen, Partai Gerindra 14,6 persen, dan Partai Golkar 11,9 persen. 
Malah elektabilitas Partai Golkar ditempel ketat oleh PKS sebesar 11,8 persen. Ketiga partai peraih suara tertingi, yaitu PDI Perjuangan, Gerindra dan Golkar merupakan tiga partai yang berada dalam koalisi pemerintah Jokowi, namun tidak mencantumkan foto Jokowi di alat peraga kampanye mereka.
Lalu bagaimana dengan PSI dan PAN? Dari survei CSIS tersebut, PSI hanya memperoleh suara sebesar 1,3 persen, dan PAN memperoleh suara sebesar 5,2 persen. Apakah perolehan suara PSI dan PAN meningkat dari Pemilu 2019 lalu? Ternyata tidak. 
Berdasarkan hasil perhitungan Pemilu 2019, suara PSI sebesar 1,89 persen, sementara berdasarkan survei CSIS tersebut, suara PSI hanya 1,3 persen. Bagaimana dengan PAN? Hal serupa juga terjadi. Pada Pemilu tahun 2019 PAN meraih suara sebesar 6,84 persen. 
Namun berdasarkan survei CSIS tersebut, PAN hanya memperoleh suara sebesar 5,2 persen. Suara PSI dan PAN menurun dari tahun 2019. Hipotesisnya adalah peletakan foto Jokowi pada alat peraga kampanye PSI dan PAN tidak meningkatkan perolehan suara kedua partai tersebut. Padahal kedua partai tersebut telah menyatakan secara jelas, sebagai partainya Jokowi dan partai keluarga Jokowi.
Pertanyaannya bagaimana dengan pamor Jokowi pada pemilihan presiden tahun 2024? Approval rating Jokowi juga diperebutkan oleh calon presiden. Prabowo Subianto menyatakan dirinya telah meminta izin kepada Presiden Jokowi supaya Gibran putera Jokowi menjadi calon wakilnya (Kompas.com, 23 Oktober 2023). 
Akhirnya Prabowo-Gibran resmi menjadi pasangan calon presiden dan calon wakil presiden Republik Indonesia. Lalu bagaimana elektabilitas Prabowo-Gibran yang sudah direstui dan didukung oleh Jokowi? Survei Centre for Strategic and International Studies (CSIS) yang dirilis pada awal Januari 2024 mengungkap bahwa elektabilitas pasangan capres-cawapres Prabowo Subianto-Gibran Rakabuming Raka sebesar 43,7 persen. 
Kehadiran Gibran sebagai calon wakil presiden ternyata tidak mampu mendongkrak perolehan suara Prabowo Subianto yang berhasil meraih suara sebesar 44,50 persen pada pemilihan presiden tahun 2019. Malah perolehan suara Prabowo di tahun 2019 masih lebih besar bila dibandingkan dengan perolehan suara Prabowo-Gibran pada pilpres 2024. 
Sementara Jokowi pada pemilihan presiden tahun 2019 meraih suara sebesar 55 persen lebih. Kemudian tingkat kepuasan rakyat terhadap pemerintahan yang dipimpin oleh Jokowi (approval rating) sebesar 78,6 persen. Hal tersebut terungkap dalam survei LSI Denny JA yang dirilis pada akhir November 2023, selisih sekira satu bulan dengan survei elektabilitas Prabowo-Gibran, pada Desember 2023. Pamor Jokowi dalam bentuk approval rating tidak bisa terkonversi pada perolehan suara Prabowo-Gibran di Pilpres 2024.
Kehadiran Jokowi di tengah masyarakat beberapa waktu terakhir, yang membagikan bantuan sosial (bansos) secara langsung memunculkan reaksi banyak kalangan, karena dianggap dapat mempengaruhi pemilih untuk memenangkan pasangan Capres-Cawapres Prabowo-Gibran. Terlebih lagi sebelumnya Jokowi menyatakan secara terbuka bahwa presiden boleh melakukan kampanye dan berpihak pada kontestan tertentu di pemilihan presiden 2024. 
Hal tersebut sepertinya relevan. Selama ini Jokowi telah sering melakukan hal yang sama, terutama dengan semakin besarnya dana bantuan sosial yang menjelang pelaksanaan pemilihan. Faktor Jokowi yang membagikan bansos dikhawatirkan oleh pasangan calon presiden lainnya. 
Menurut survei Lembaga Kajian Studi Pembangunan (LKSP) yang dirilis pada 7 Februari 2024, penerima bantuan sosial sebanyak 27,92 terpengaruh untuk memilih calon presiden dan partai politik. Hal tersebut terbukti dengan hasil hitung cepat yang dilakukan sejumlah Lembaga survei, Prabowo Gibran unggul 56 persen dari dua pasangan kandidat lainnya.
Pamor/tuah Jokowi sebagai presiden yang mendukung pasangan Prabowo-Gibran terbukti, terutama dengan kehadirannya ke tengah masyarakat sambil membawa bantuan sosial. Namun untuk partai politik, tampaknya pamor/tuah Jokowi tidak berlaku."
Tiada Maaf untuk Jokowi	Renie Aryandani	17-10-2024	"Selama dua periode kepemimpinannya, Joko Widodo telah memperlihatkan narasi pembangunan yang kerap dipuja, namun kenyataannya penuh dengan dosa-dosa yang tidak bisa dihapus hanya dengan permintaan maaf. Mulai dari pelanggaran hak asasi manusia, kerusakan lingkungan, hingga kesenjangan ekonomi, pemerintahan Jokowi mewariskan luka mendalam yang sulit terobati. Sepuluh tahun ini, publik disuguhi janji kosong dan kebijakan yang lebih menguntungkan elite dibandingkan rakyat kecil.
Pembangunan yang Mengorbankan Rakyat
Salah satu dosa terbesar Jokowi adalah ambisi pembangunan infrastrukturnya yang mengabaikan dampak sosial. Di balik gemerlap proyek-proyek seperti jalan tol, kereta cepat, dan ibu kota baru, banyak rakyat kehilangan akses tanah dan sumber kehidupan. Proyek infrastruktur ini lebih menguntungkan perusahaan besar dan investasi asing daripada petani, nelayan, dan masyarakat adat yang terpaksa tergusur. Narasi pertumbuhan ekonomi yang dibangun Jokowi menutupi kenyataan pahit bahwa pembangunan ini memperlebar kesenjangan sosial dan ekonomi.
Gagal Menyelesaikan Pelanggaran HAM
Di bawah kepemimpinan Jokowi, pelanggaran HAM terus berlangsung, terutama terhadap aktivis lingkungan, masyarakat adat, dan mereka yang berani melawan kebijakan negara. Kasus-kasus kriminalisasi dan kekerasan di Papua hingga Poco Leok di NTT menunjukkan betapa jauh Jokowi dari retorikanya tentang keadilan. Permintaan maaf Jokowi atas pelanggaran hak asasi manusia seperti G30S, kerusuhan Mei 1998, dan tragedi lainnya tak cukup untuk menutupi kegagalannya dalam menegakkan keadilan.
Jokowi tidak hanya gagal membawa para pelaku pelanggaran HAM ke pengadilan, tetapi juga berkontribusi pada kemenangan Prabowo Subianto dalam pemilihan presiden 2024, seorang tokoh yang banyak dikaitkan dengan pelanggaran HAM berat di masa lalu. Dengan menjadikan Prabowo sebagai mitra politik, Jokowi melanggengkan rantai impunitas bagi pelaku pelanggaran HAM, mengabaikan tanggung jawab moral untuk mengatasi sejarah kelam Indonesia. Sejumlah organisasi hak asasi manusia, seperti KontraS, telah mengingatkan bahwa baik Jokowi maupun Prabowo sama-sama memiliki catatan buruk terkait pelanggaran HAM, dan langkah-langkah konkret untuk menuntut pertanggungjawaban tetap minim. Ini menunjukkan bahwa Jokowi, alih-alih mendorong keadilan, justru memperkuat kekuasaan mereka yang memiliki reputasi kelam.
Ketergantungan pada Energi Kotor
Alih-alih menunjukkan komitmen pada perubahan iklim, pemerintahan Jokowi terus bergantung pada energi kotor seperti batu bara dan energi panas bumi. Pemerintahannya mendukung proyek-proyek energi yang merusak lingkungan dan menggusur masyarakat lokal. Penghancuran hutan, alih fungsi lahan, dan pencemaran sumber daya alam terus berlanjut tanpa pengawasan ketat, menandakan kegagalan dalam menjalankan janji untuk melindungi lingkungan. Hal ini diperparah dengan lemahnya penegakan hukum terhadap pelaku perusakan lingkungan.
Sentralisasi Kekuasaan dan Kelemahan Demokrasi
Jokowi kerap membanggakan demokrasi, namun pada kenyataannya, pemerintahan ini semakin tersentralisasi dan melemahkan checks and balances. Dengan semakin kuatnya peran oligarki, keputusan politik sering kali diambil tanpa keterlibatan rakyat. Revisi undang-undang KPK, omnibus law yang penuh kontroversi, dan pengangkatan pejabat strategis yang diduga korup menandakan bahwa demokrasi Indonesia di bawah Jokowi semakin terkikis. Rakyat semakin sulit untuk menyuarakan aspirasi mereka tanpa risiko dikriminalisasi atau dibungkam.
Dinasti Politik yang Mengancam Demokrasi
Dengan masa jabatan yang akan berakhir pada 20 Oktober 2024, Jokowi gagal mendapatkan dukungan untuk memperpanjang kekuasaannya, namun dinasti politiknya mulai mencuat. Gibran Rakabuming Raka, anak Jokowi, kini menjadi wakil presiden, sementara adiknya, Kaesang Pangarep, bersiap menjadi kontestan pemilihan kepala daerah. Dinasti politik ini menciptakan peluang bagi penguasaan kekuasaan yang lebih luas, di mana kehadiran Bobby Nasution, menantu Jokowi dan Wali Kota Medan, menunjukkan bahwa keluarga Jokowi akan tetap terlibat dalam politik, mengancam keadilan pemilu yang jujur dan adil.
Leverage politik ini tidak hanya mengancam demokrasi, tetapi juga menunjukkan praktik legalisme otokratik di mana hukum dipakai untuk mengesahkan pelanggaran dan kepentingan politik. 
Kesenjangan Ekonomi yang Semakin Lebar
Meski Jokowi berulang kali membanggakan keberhasilan menurunkan angka kemiskinan, faktanya kesenjangan ekonomi semakin lebar. Reformasi ekonomi yang dijalankan hanya menguntungkan segelintir elit, sementara rakyat kecil berjuang menghadapi kenaikan harga kebutuhan pokok, stagnasi upah, dan minimnya perlindungan sosial. Kesenjangan ini menjadi cerminan dari kegagalan pemerintahan Jokowi dalam mewujudkan keadilan sosial dan ekonomi yang seharusnya menjadi tujuan utama pembangunan.
Kegagalan dalam Sektor Pendidikan dan Kesehatan
Sektor pendidikan dan kesehatan juga mengalami kemunduran di era Jokowi. Walaupun anggaran pendidikan meningkat, kualitas pendidikan masih tertinggal jauh, terutama di daerah-daerah terpencil. Sistem pendidikan yang birokratis dan kurang fleksibel semakin menyulitkan akses terhadap pendidikan yang berkualitas. Di sisi lain, pandemi COVID-19 memperlihatkan rapuhnya sistem kesehatan Indonesia, di mana fasilitas kesehatan yang kurang memadai dan kebijakan yang terlambat menyebabkan banyak korban berjatuhan.
Tidak ada Maaf untuk Jokowi
Sepuluh tahun kekuasaannya dipenuhi dosa-dosa politik yang hanya memperkuat cengkeraman oligarki, memperburuk ketidakadilan, dan merusak demokrasi. Permintaan maaf tidak cukup untuk menebus dosa-dosa ini. Rakyat Indonesia berhak atas pemerintahan yang lebih baik, yang benar-benar berpihak pada keadilan sosial, demokrasi yang sehat, dan lingkungan yang lestari."
